"Time","my_snoring.mean"
2021-12-04 06:29:00,0.0658
2021-12-04 06:29:05,0.0659
2021-12-04 06:29:10,0.0660
2021-12-04 06:29:15,0.0661
2021-12-04 06:29:20,0.0658
2021-12-04 06:29:25,0.0656
2021-12-04 06:29:30,0.0650
2021-12-04 06:29:35,0.0652
2021-12-04 06:29:40,0.129
2021-12-04 06:29:45,0.101
2021-12-04 06:29:50,0.0921
2021-12-04 06:29:55,0.139
2021-12-04 06:30:00,0.0723
2021-12-04 06:30:05,0.217
2021-12-04 06:30:10,0.0662
2021-12-04 06:30:15,0.0755
2021-12-04 06:30:20,0.0736
2021-12-04 06:30:25,0.233
2021-12-04 06:30:30,0.0660
